"1690724560924","topic_occupancymanagement/app_app21","7"
"1690724560931","topic_printing/app_app11","11"
"1690724560360","topic_intrusiondetection/app_app36","612"
"1690724560950","topic_firedetection/app_app22","24"
"1690724560950","topic_firedetection/app_app23","29"
"1690724560950","topic_firedetection/app_app1","36"
"1690724560977","topic_energymanagement/app_app1","50"
"1690724560360","topic_intrusiondetection/app_app2","749"
"1690724560931","topic_printing/app_app2","179"
"1690724560977","topic_energymanagement/app_app2","137"
"1690724561074","topic_videosurveillance/app_app38","163"
"1690724561074","topic_videosurveillance/app_app36","210"
"1690724561106","topic_bms/app_app21","213"
"1690724561374","topic_intrusiondetection/app_app21","482"
"1690724561925","topic_amazonecho/app_app21","7"
"1690724561925","topic_occupancymanagement/app_app21","8"
"1690724561925","topic_smartthings/app_app1","9"
"1690724561925","topic_smartthings/app_app22","9"
"1690724561925","topic_occupancymanagement/app_app12","10"
"1690724561932","topic_printing/app_app11","14"
"1690724561374","topic_intrusiondetection/app_app36","598"
"1690724561951","topic_firedetection/app_app22","24"
"1690724561951","topic_firedetection/app_app23","30"
"1690724561951","topic_firedetection/app_app1","37"
"1690724561979","topic_energymanagement/app_app1","49"
"1690724561374","topic_intrusiondetection/app_app2","737"
"1690724561932","topic_printing/app_app2","180"
"1690724561979","topic_energymanagement/app_app2","137"
"1690724562078","topic_videosurveillance/app_app38","165"
"1690724562078","topic_videosurveillance/app_app36","213"
"1690724562078","topic_videosurveillance/app_app2","241"
"1690724562112","topic_bms/app_app2","291"
"1690724562112","topic_bms/app_app21","344"
"1690724562383","topic_intrusiondetection/app_app21","493"
"1690724562925","topic_amazonecho/app_app21","9"
"1690724562925","topic_occupancymanagement/app_app21","12"
"1690724562925","topic_occupancymanagement/app_app12","16"
"1690724562926","topic_smartthings/app_app1","16"
"1690724562926","topic_smartthings/app_app22","16"
"1690724562932","topic_printing/app_app11","27"
"1690724562953","topic_firedetection/app_app22","24"
"1690724562953","topic_firedetection/app_app23","30"
"1690724562953","topic_firedetection/app_app1","37"
"1690724562383","topic_intrusiondetection/app_app36","637"
"1690724562980","topic_energymanagement/app_app1","51"
"1690724562383","topic_intrusiondetection/app_app2","780"
"1690724562932","topic_printing/app_app2","232"
"1690724562980","topic_energymanagement/app_app2","189"
"1690724563083","topic_videosurveillance/app_app38","164"
"1690724563083","topic_videosurveillance/app_app36","198"
"1690724563083","topic_videosurveillance/app_app2","247"
"1690724563119","topic_bms/app_app2","308"
"1690724563119","topic_bms/app_app21","345"
"1690724563399","topic_intrusiondetection/app_app21","496"
"1690724563926","topic_amazonecho/app_app21","10"
"1690724563926","topic_occupancymanagement/app_app21","10"
"1690724563926","topic_occupancymanagement/app_app12","16"
"1690724563926","topic_smartthings/app_app1","18"
"1690724563926","topic_smartthings/app_app22","18"
"1690724563933","topic_printing/app_app11","27"
"1690724563954","topic_firedetection/app_app22","41"
"1690724563954","topic_firedetection/app_app23","59"
"1690724563954","topic_firedetection/app_app1","59"
"1690724563982","topic_energymanagement/app_app1","55"
"1690724563399","topic_intrusiondetection/app_app36","653"
"1690724563399","topic_intrusiondetection/app_app2","787"
"1690724563933","topic_printing/app_app2","254"
"1690724563982","topic_energymanagement/app_app2","209"
"1690724564087","topic_videosurveillance/app_app38","159"
"1690724564087","topic_videosurveillance/app_app36","202"
"1690724564087","topic_videosurveillance/app_app2","252"
"1690724564124","topic_bms/app_app2","299"
"1690724564124","topic_bms/app_app21","326"
"1690724564432","topic_intrusiondetection/app_app21","464"
"1690724564926","topic_amazonecho/app_app21","8"
"1690724564927","topic_occupancymanagement/app_app21","13"
"1690724564926","topic_smartthings/app_app1","16"
"1690724564926","topic_smartthings/app_app22","17"
"1690724564927","topic_occupancymanagement/app_app12","16"
"1690724564934","topic_printing/app_app11","23"
"1690724564955","topic_firedetection/app_app22","54"
"1690724564955","topic_firedetection/app_app1","58"
"1690724564955","topic_firedetection/app_app23","64"
"1690724564983","topic_energymanagement/app_app1","56"
"1690724564432","topic_intrusiondetection/app_app36","624"
